txn_id,user_id_p,merchant,amount_p,currency_p,created_at,settled_at,status_p,dup_flag_p,entry_id,external_id,user_id_l,amount_l,currency_l,posting_date,account,status_l,dup_flag_l,_merge,match_flag
T100185,U0103,WIX,450.34,USD,2025-06-02,2025-06-04,settled,False,L5623037,T100185,U0103,450.34,USD,2025-06-04,Cash,posted,False,both,True
T100186,U0062,RELAY,290.86,USD,2025-06-02,2025-06-04,settled,False,L5411887,T100186,U0062,290.86,USD,2025-06-04,Fees,posted,False,both,True
T100187,U0193,WIX,37.98,USD,2025-06-08,2025-06-10,settled,False,L4410580,T100187,U0193,37.98,USD,2025-06-11,Cash,posted,False,both,True
T100188,U0197,WIX,169.74,USD,2025-05-08,2025-05-09,settled,False,L9466685,T100188,U0197,169.74,USD,2025-05-09,Cash,posted,False,both,True
T100189,U0191,STARK,398.04,USD,2025-06-02,2025-06-03,settled,False,L5445818,T100189,U0191,398.04,USD,2025-06-04,Cash,posted,False,both,True
T100190,U0154,STARK,498.86,USD,2025-06-02,2025-06-02,settled,False,L9990499,T100190,U0154,498.86,USD,2025-06-02,Cash,posted,False,both,True
T100191,U0154,RELAY,75.85,USD,2025-05-22,2025-05-23,settled,False,L3485670,T100191,U0154,75.85,USD,2025-05-24,Fees,posted,False,both,True
T100192,U0009,HONEYBOOK,439.0,EUR,2025-06-23,2025-06-24,settled,False,L4668280,T100192,U0009,439.0,EUR,2025-06-24,Cash,posted,False,both,True
T100193,U0140,RELAY,192.52,USD,2025-06-21,2025-06-23,settled,False,L5654419,T100193,U0140,192.52,USD,2025-06-23,Cash,posted,False,both,True
T100194,U0156,BILL.COM,79.21,USD,2025-05-04,2025-05-04,settled,False,L8432300,T100194,U0156,79.21,USD,2025-05-04,Fees,posted,False,both,True
T100195,U0129,WAYNE ENTERPRISES,322.37,USD,2025-06-05,2025-06-06,settled,False,L5507167,T100195,U0129,322.37,USD,2025-06-06,Clearing,posted,False,both,True
T100197,U0133,BILL.COM,214.68,USD,2025-06-15,2025-06-17,settled,False,L8181479,T100197,U0133,214.68,USD,2025-06-18,Fees,posted,False,both,True
T100198,U0139,GLOBEX,295.18,USD,2025-05-18,2025-05-18,settled,False,L3473199,T100198,U0139,295.18,USD,2025-05-18,Clearing,posted,False,both,True
T100199,U0110,BILL.COM,436.7,USD,2025-06-13,2025-06-13,settled,False,L1842840,T100199,U0110,436.7,USD,2025-06-14,Fees,posted,False,both,True
T100200,U0119,HONEYBOOK,355.08,USD,2025-05-31,2025-06-01,settled,False,L7508856,T100200,U0119,355.08,USD,2025-06-01,Cash,posted,False,both,True
T100201,U0136,WIX,43.27,USD,2025-06-09,2025-06-09,settled,False,L4432207,T100201,U0136,43.27,USD,2025-06-10,Fees,posted,False,both,True
T100202,U0010,RELAY,65.79,USD,2025-05-26,2025-05-27,settled,False,L9519792,T100202,U0010,65.79,USD,2025-05-28,Clearing,posted,False,both,True
T100203,U0163,WIX,419.56,USD,2025-06-23,2025-06-25,settled,False,L9670304,T100203,U0163,419.56,USD,2025-06-25,Cash,posted,False,both,True
T100204,U0114,BILL.COM,305.91,USD,2025-05-09,2025-05-09,settled,False,L2657888,T100204,U0114,305.91,USD,2025-05-10,Clearing,posted,False,both,True
T100205,U0136,GLOBEX,402.41,USD,2025-06-10,2025-06-12,settled,False,L9152513,T100205,U0136,402.41,USD,2025-06-12,Clearing,posted,False,both,True
T100206,U0062,STARK,271.01,USD,2025-06-07,2025-06-08,settled,False,L2568146,T100206,U0062,271.01,USD,2025-06-09,Clearing,posted,False,both,True
T100207,U0134,GLOBEX,243.01,USD,2025-05-17,2025-05-19,settled,False,L3871656,T100207,U0134,243.01,USD,2025-05-20,Cash,posted,False,both,True
T100208,U0186,STARK,456.81,USD,2025-05-24,2025-05-24,settled,False,,EXTT100208,U0186,456.81,USD,2025-05-25,,,,left_only,True
T100209,U0198,STARK,212.37,USD,2025-06-02,2025-06-02,settled,False,L1652755,T100209,U0198,212.37,USD,2025-06-03,Cash,posted,False,both,True
T100210,U0028,RELAY,142.41,USD,2025-05-28,2025-05-29,settled,False,L6003361,T100210,U0028,142.41,USD,2025-05-29,Cash,posted,False,both,True
T100211,U0048,RELAY,487.89,USD,2025-05-20,2025-05-21,settled,False,L9910762,T100211,U0048,487.89,USD,2025-05-22,Fees,posted,False,both,True
T100212,U0085,STARK,269.86,USD,2025-05-07,2025-05-07,settled,False,L3951720,T100212,U0085,269.86,USD,2025-05-07,Clearing,posted,False,both,True
T100213,U0140,WIX,376.23,USD,2025-05-19,2025-05-20,settled,False,L8632285,T100213,U0140,376.23,USD,2025-05-20,Cash,posted,False,both,True
T100214,U0031,WIX,99.39,USD,2025-05-29,2025-05-30,settled,False,,EXTT100214,U0031,99.39,USD,2025-05-30,,,,left_only,True
T100215,U0143,BILL.COM,295.79,USD,2025-05-14,2025-05-16,settled,False,L1051707,T100215,U0143,295.79,USD,2025-05-17,Clearing,posted,False,both,True
T100216,U0174,GLOBEX,264.57,USD,2025-06-18,2025-06-19,settled,False,L7687666,T100216,U0174,264.57,USD,2025-06-19,Cash,posted,False,both,True
T100218,U0054,RELAY,377.86,USD,2025-05-10,2025-05-12,settled,False,,EXTT100218,U0054,377.86,USD,2025-05-13,,,,left_only,True
T100219,U0109,GLOBEX,207.32,USD,2025-06-24,2025-06-25,settled,False,L2908911,T100219,U0109,207.32,USD,2025-06-25,Clearing,posted,False,both,True
T100220,U0134,HONEYBOOK,206.95,USD,2025-06-24,2025-06-26,settled,False,L3088062,T100220,U0134,206.95,USD,2025-06-27,Cash,posted,False,both,True
T100222,U0066,WAYNE ENTERPRISES,328.11,USD,2025-06-03,2025-06-05,settled,False,L8081905,T100222,U0066,328.11,USD,2025-06-06,Cash,posted,False,both,True
T100223,U0095,BILL.COM,362.52,USD,2025-06-12,2025-06-12,settled,False,L6862835,T100223,U0095,362.52,USD,2025-06-12,Fees,posted,False,both,True
T100224,U0181,HONEYBOOK,206.16,USD,2025-06-17,2025-06-18,settled,False,,EXTT100224,U0181,206.16,USD,2025-06-18,,,,left_only,True
T100225,U0006,GLOBEX,47.33,USD,2025-05-21,2025-05-23,settled,False,L5280650,T100225,U0006,47.33,USD,2025-05-23,Clearing,posted,False,both,True
T100226,U0111,HONEYBOOK,438.84,USD,2025-06-29,2025-06-30,settled,False,L6641379,T100226,U0111,438.84,USD,2025-06-30,Fees,posted,False,both,True
T100227,U0001,ACME INC,409.63,USD,2025-05-11,2025-05-12,settled,False,L3980672,T100227,U0001,409.63,USD,2025-05-13,Fees,posted,False,both,True
T100228,U0129,WAYNE ENTERPRISES,297.2,USD,2025-05-20,2025-05-20,settled,False,L8363280,T100228,U0129,297.2,USD,2025-05-21,Cash,posted,False,both,True
T100229,U0036,WIX,388.05,USD,2025-06-03,2025-06-03,settled,False,L6417755,T100229,U0036,388.05,USD,2025-06-03,Cash,posted,False,both,True
T100230,U0171,WAYNE ENTERPRISES,474.48,USD,2025-06-13,2025-06-13,settled,False,L6081857,T100230,U0171,474.48,USD,2025-06-13,Cash,posted,False,both,True
T100231,U0157,BILL.COM,492.76,USD,2025-06-01,2025-06-01,settled,False,L5893091,T100231,U0157,492.76,USD,2025-06-01,Clearing,posted,False,both,True
T100232,U0113,WAYNE ENTERPRISES,258.67,USD,2025-06-09,2025-06-10,settled,False,L1344126,T100232,U0113,258.67,USD,2025-06-10,Clearing,posted,False,both,True
T100233,U0024,RELAY,112.92,USD,2025-06-12,2025-06-13,settled,False,L6939334,T100233,U0024,112.92,USD,2025-06-14,Cash,posted,False,both,True
T100234,U0003,GLOBEX,265.22,EUR,2025-05-23,2025-05-23,settled,False,L9686594,T100234,U0003,265.22,EUR,2025-05-24,Clearing,posted,False,both,True
T100235,U0074,WIX,457.58,USD,2025-06-11,2025-06-11,settled,False,,EXTT100235,U0074,457.58,USD,2025-06-11,,,,left_only,True
T100236,U0165,GLOBEX,279.32,USD,2025-06-07,2025-06-08,settled,False,L8797698,T100236,U0165,279.32,USD,2025-06-09,Cash,posted,False,both,True
T100237,U0075,RELAY,57.76,USD,2025-05-21,2025-05-23,settled,False,L6210307,T100237,U0075,57.76,USD,2025-05-23,Fees,posted,False,both,True
T100238,U0056,RELAY,437.58,USD,2025-06-03,2025-06-03,settled,False,L2849395,T100238,U0056,437.58,USD,2025-06-03,Cash,posted,False,both,True
T100239,U0052,RELAY,288.78,USD,2025-05-26,2025-05-26,settled,False,L8421289,T100239,U0052,288.78,USD,2025-05-27,Clearing,posted,False,both,True
T100240,U0189,GLOBEX,213.91,USD,2025-06-29,2025-06-30,settled,False,L4205228,T100240,U0189,213.91,USD,2025-06-30,Fees,posted,False,both,True
T100241,U0106,ACME INC,45.99,USD,2025-06-20,2025-06-21,settled,False,L9464848,T100241,U0106,45.99,USD,2025-06-21,Fees,posted,False,both,True
T100242,U0028,HONEYBOOK,419.35,USD,2025-06-05,2025-06-05,settled,False,L1898332,T100242,U0028,419.35,USD,2025-06-06,Fees,posted,False,both,True
T100244,U0110,BILL.COM,468.73,USD,2025-06-25,2025-06-25,settled,False,L5703855,T100244,U0110,468.73,USD,2025-06-25,Fees,posted,False,both,True
T100245,U0035,RELAY,134.82,EUR,2025-06-21,2025-06-23,settled,False,L2587819,T100245,U0035,134.85,EUR,2025-06-23,Clearing,posted,False,both,True
T100247,U0193,HONEYBOOK,175.47,USD,2025-05-17,2025-05-17,settled,False,L6272225,T100247,U0193,175.47,USD,2025-05-18,Cash,posted,False,both,True
T100248,U0060,WAYNE ENTERPRISES,301.15,USD,2025-06-08,2025-06-10,settled,False,L2751797,T100248,U0060,301.15,USD,2025-06-10,Fees,posted,False,both,True
T100250,U0101,GLOBEX,56.03,USD,2025-06-28,2025-06-30,settled,False,L5798793,T100250,U0101,56.03,USD,2025-06-30,Fees,posted,False,both,True
T100251,U0048,HONEYBOOK,396.06,USD,2025-06-24,2025-06-24,settled,False,L6113728,T100251,U0048,396.06,USD,2025-06-24,Clearing,posted,False,both,True
T100252,U0046,STARK,273.24,USD,2025-05-19,2025-05-21,settled,False,,EXTT100252,U0046,273.24,USD,2025-05-21,,,,left_only,True
T100253,U0148,ACME INC,331.1,USD,2025-05-06,2025-05-06,settled,False,L5314380,T100253,U0148,331.1,USD,2025-05-07,Cash,posted,False,both,True
T100254,U0088,STARK,114.5,USD,2025-06-10,2025-06-10,settled,False,L6595956,T100254,U0088,114.5,USD,2025-06-10,Cash,posted,False,both,True
T100255,U0025,RELAY,26.86,USD,2025-05-07,2025-05-07,settled,False,,EXTT100255,U0025,26.86,USD,2025-05-07,,,,left_only,True
T100256,U0150,GLOBEX,286.13,USD,2025-05-14,2025-05-16,settled,False,L4641141,T100256,U0150,286.13,USD,2025-05-16,Cash,posted,False,both,True
T100257,U0116,RELAY,152.19,USD,2025-05-08,2025-05-09,settled,False,L2337768,T100257,U0116,152.19,USD,2025-05-09,Fees,posted,False,both,True
T100258,U0058,RELAY,398.69,USD,2025-05-30,2025-06-01,settled,False,L2229458,T100258,U0058,398.69,USD,2025-06-02,Clearing,posted,False,both,True
T100259,U0145,WAYNE ENTERPRISES,415.31,USD,2025-05-14,2025-05-16,settled,False,L5755997,T100259,U0145,415.31,USD,2025-05-16,Cash,posted,False,both,True
T100260,U0151,WAYNE ENTERPRISES,282.54,USD,2025-06-03,2025-06-05,settled,False,L9743662,T100260,U0151,282.54,USD,2025-06-05,Cash,posted,False,both,True
T100261,U0036,WAYNE ENTERPRISES,173.24,USD,2025-05-23,2025-05-25,settled,False,L6410897,T100261,U0036,173.24,USD,2025-05-25,Clearing,posted,False,both,True
T100263,U0140,GLOBEX,262.48,USD,2025-06-13,2025-06-14,settled,False,L1350067,T100263,U0140,262.48,USD,2025-06-14,Fees,posted,False,both,True
T100264,U0193,RELAY,233.66,USD,2025-05-30,2025-06-01,settled,False,L7562877,T100264,U0193,233.66,USD,2025-06-01,Cash,posted,False,both,True
T100265,U0012,HONEYBOOK,195.06,EUR,2025-06-04,2025-06-06,settled,False,L7632142,T100265,U0012,195.06,EUR,2025-06-06,Cash,posted,False,both,True
T100266,U0038,WIX,178.6,USD,2025-06-18,2025-06-18,settled,False,L8503276,T100266,U0038,178.6,USD,2025-06-18,Clearing,posted,False,both,True
T100268,U0120,GLOBEX,50.39,USD,2025-05-05,2025-05-05,settled,False,L9497552,T100268,U0120,50.39,USD,2025-05-05,Fees,posted,False,both,True
T100269,U0176,WAYNE ENTERPRISES,236.32,USD,2025-06-19,2025-06-20,settled,False,L3928100,T100269,U0176,236.32,USD,2025-06-20,Cash,posted,False,both,True
T100270,U0189,HONEYBOOK,25.84,USD,2025-06-22,2025-06-23,settled,False,L8903498,T100270,U0189,25.84,USD,2025-06-24,Clearing,posted,False,both,True
T100271,U0072,RELAY,195.24,USD,2025-05-04,2025-05-06,settled,False,L1295866,T100271,U0072,195.24,USD,2025-05-07,Clearing,posted,False,both,True
T100272,U0036,HONEYBOOK,133.2,USD,2025-06-08,2025-06-10,settled,False,L4623425,T100272,U0036,133.2,USD,2025-06-11,Clearing,posted,False,both,True
T100273,U0045,BILL.COM,236.36,USD,2025-06-03,2025-06-03,settled,False,L7010224,T100273,U0045,236.36,USD,2025-06-04,Clearing,posted,False,both,True
T100274,U0198,STARK,37.17,USD,2025-05-20,2025-05-20,settled,False,L2258624,T100274,U0198,37.17,USD,2025-05-20,Clearing,posted,False,both,True
T100275,U0062,WIX,305.83,USD,2025-06-12,2025-06-13,settled,False,L7671203,T100275,U0062,305.83,USD,2025-06-14,Fees,posted,False,both,True
T100276,U0056,GLOBEX,23.18,USD,2025-06-25,2025-06-26,settled,False,L3514399,T100276,U0056,23.18,USD,2025-06-26,Fees,posted,False,both,True
T100277,U0004,HONEYBOOK,316.74,USD,2025-06-18,2025-06-18,settled,False,L5980939,T100277,U0004,316.74,USD,2025-06-19,Cash,posted,False,both,True
T100278,U0098,STARK,497.48,USD,2025-06-28,2025-06-29,settled,False,L6061500,T100278,U0098,497.48,USD,2025-06-29,Cash,posted,False,both,True
T100279,U0162,GLOBEX,248.14,USD,2025-05-24,2025-05-26,settled,False,L8930221,T100279,U0162,248.14,USD,2025-05-26,Fees,posted,False,both,True
T100280,U0159,WAYNE ENTERPRISES,116.1,USD,2025-05-09,2025-05-10,settled,False,L6140709,T100280,U0159,116.1,USD,2025-05-10,Clearing,posted,False,both,True
T100281,U0100,GLOBEX,231.43,USD,2025-05-03,2025-05-05,settled,False,L6016239,T100281,U0100,231.43,USD,2025-05-05,Fees,posted,False,both,True
T100282,U0028,ACME INC,26.97,EUR,2025-05-12,2025-05-13,settled,False,L8783874,T100282,U0028,26.97,EUR,2025-05-13,Cash,posted,False,both,True
T100283,U0008,RELAY,329.34,USD,2025-05-11,2025-05-13,settled,False,L6044080,T100283,U0008,329.34,USD,2025-05-13,Fees,posted,False,both,True
T100284,U0123,RELAY,7.52,USD,2025-06-17,2025-06-18,settled,False,,EXTT100284,U0123,7.52,USD,2025-06-18,,,,left_only,True
T100287,U0185,WAYNE ENTERPRISES,177.17,EUR,2025-06-09,2025-06-11,settled,False,L4812010,T100287,U0185,177.17,EUR,2025-06-11,Clearing,posted,False,both,True
T100288,U0032,WIX,263.02,USD,2025-06-09,2025-06-09,settled,False,L6253974,T100288,U0032,263.02,USD,2025-06-09,Fees,posted,False,both,True
T100289,U0058,WAYNE ENTERPRISES,84.4,USD,2025-06-12,2025-06-12,settled,False,L3298756,T100289,U0058,84.4,USD,2025-06-12,Fees,posted,False,both,True
T100290,U0088,HONEYBOOK,341.67,USD,2025-05-27,2025-05-28,settled,False,L2101267,T100290,U0088,341.67,USD,2025-05-29,Clearing,posted,False,both,True
T100291,U0187,RELAY,441.41,USD,2025-06-27,2025-06-27,settled,False,L8517750,T100291,U0187,441.41,USD,2025-06-27,Clearing,posted,False,both,True
T100292,U0030,RELAY,7.55,USD,2025-06-12,2025-06-12,settled,False,L8831038,T100292,U0030,7.55,USD,2025-06-12,Cash,posted,False,both,True
T100294,U0076,HONEYBOOK,133.05,USD,2025-06-01,2025-06-01,settled,False,L7139996,T100294,U0076,133.05,USD,2025-06-02,Clearing,posted,False,both,True
T100296,U0097,STARK,9.49,USD,2025-06-17,2025-06-18,settled,False,L1920759,T100296,U0097,9.49,USD,2025-06-19,Clearing,posted,False,both,True
T100297,U0157,RELAY,272.93,EUR,2025-06-03,2025-06-05,settled,False,L9386369,T100297,U0157,272.93,EUR,2025-06-05,Clearing,posted,False,both,True
T100298,U0155,STARK,93.85,USD,2025-05-29,2025-05-30,settled,False,L3120711,T100298,U0155,93.85,USD,2025-05-31,Cash,posted,False,both,True
T100299,U0195,STARK,345.5,USD,2025-05-27,2025-05-27,settled,False,L1825782,T100299,U0195,345.5,USD,2025-05-28,Clearing,posted,False,both,True
T100300,U0011,WIX,355.74,USD,2025-05-22,2025-05-23,settled,False,L6759919,T100300,U0011,355.74,USD,2025-05-23,Fees,posted,False,both,True
T100301,U0119,WAYNE ENTERPRISES,426.95,USD,2025-06-16,2025-06-16,settled,False,L6730482,T100301,U0119,426.95,USD,2025-06-17,Cash,posted,False,both,True
T100302,U0163,WAYNE ENTERPRISES,69.39,USD,2025-05-07,2025-05-07,settled,False,L3621158,T100302,U0163,69.39,USD,2025-05-07,Cash,posted,False,both,True
T100303,U0138,ACME INC,165.19,USD,2025-06-01,2025-06-03,settled,False,L6858204,T100303,U0138,165.19,USD,2025-06-03,Fees,posted,False,both,True
T100304,U0057,RELAY,225.72,USD,2025-06-03,2025-06-03,settled,False,L2534227,T100304,U0057,225.72,USD,2025-06-04,Clearing,posted,False,both,True
T100305,U0003,ACME INC,55.59,USD,2025-05-15,2025-05-17,settled,False,L2806210,T100305,U0003,55.59,USD,2025-05-18,Cash,posted,False,both,True
T100309,U0186,STARK,201.81,USD,2025-05-05,2025-05-07,settled,False,L4901403,T100309,U0186,201.81,USD,2025-05-08,Clearing,posted,False,both,True
T100310,U0000,GLOBEX,447.58,USD,2025-06-03,2025-06-03,settled,False,L1871535,T100310,U0000,447.58,USD,2025-06-03,Clearing,posted,False,both,True
T100311,U0162,BILL.COM,434.72,USD,2025-05-12,2025-05-13,settled,False,L9885048,T100311,U0162,434.72,USD,2025-05-13,Fees,posted,False,both,True
T100312,U0014,STARK,239.24,USD,2025-06-29,2025-06-30,settled,False,L1295599,T100312,U0014,239.24,USD,2025-07-01,Clearing,posted,False,both,True
T100313,U0144,HONEYBOOK,389.42,USD,2025-05-27,2025-05-28,settled,False,L9558542,T100313,U0144,389.42,USD,2025-05-29,Fees,posted,False,both,True
T100314,U0049,STARK,13.84,USD,2025-06-13,2025-06-13,settled,False,L2604243,T100314,U0049,13.84,USD,2025-06-13,Clearing,posted,False,both,True
T100315,U0023,STARK,483.92,USD,2025-06-15,2025-06-17,settled,False,L5230987,T100315,U0023,483.92,USD,2025-06-18,Clearing,posted,False,both,True
T100316,U0152,WIX,63.07,USD,2025-06-13,2025-06-13,settled,False,L1464310,T100316,U0152,63.07,USD,2025-06-13,Fees,posted,False,both,True
T100317,U0165,BILL.COM,248.34,USD,2025-05-22,2025-05-23,settled,False,L7227952,T100317,U0165,248.34,USD,2025-05-23,Cash,posted,False,both,True
T100318,U0116,GLOBEX,399.79,USD,2025-05-13,2025-05-13,settled,False,L1919134,T100318,U0116,399.79,USD,2025-05-13,Clearing,posted,False,both,True
T100319,U0071,HONEYBOOK,40.86,USD,2025-05-18,2025-05-19,settled,False,L9899770,T100319,U0071,40.86,USD,2025-05-19,Clearing,posted,False,both,True
T100320,U0094,WIX,149.37,USD,2025-05-25,2025-05-25,settled,False,L2317621,T100320,U0094,149.37,USD,2025-05-26,Clearing,posted,False,both,True
T100321,U0101,ACME INC,24.61,USD,2025-06-20,2025-06-20,settled,False,L5071495,T100321,U0101,24.61,USD,2025-06-21,Clearing,posted,False,both,True
T100322,U0144,STARK,493.4,USD,2025-05-15,2025-05-16,settled,False,L5637370,T100322,U0144,493.4,USD,2025-05-17,Cash,posted,False,both,True
T100323,U0085,STARK,352.72,USD,2025-06-09,2025-06-10,settled,False,L4820888,T100323,U0085,352.72,USD,2025-06-10,Fees,posted,False,both,True
T100324,U0096,GLOBEX,269.45,USD,2025-05-30,2025-05-30,settled,False,L7565269,T100324,U0096,269.45,USD,2025-05-31,Cash,posted,False,both,True
T100325,U0076,STARK,182.11,USD,2025-06-07,2025-06-09,settled,False,L2141452,T100325,U0076,182.11,USD,2025-06-10,Cash,posted,False,both,True
T100327,U0118,STARK,56.76,USD,2025-05-03,2025-05-05,settled,False,L3189063,T100327,U0118,56.76,USD,2025-05-05,Fees,posted,False,both,True
T100329,U0113,STARK,436.13,USD,2025-05-28,2025-05-29,settled,False,L4457521,T100329,U0113,436.13,USD,2025-05-29,Cash,posted,False,both,True
T100331,U0057,WIX,228.9,USD,2025-06-10,2025-06-11,settled,False,L6683860,T100331,U0057,228.9,USD,2025-06-12,Fees,posted,False,both,True
T100332,U0013,WAYNE ENTERPRISES,363.79,USD,2025-05-23,2025-05-23,settled,False,L9768201,T100332,U0013,363.79,USD,2025-05-23,Fees,posted,False,both,True
T100333,U0024,HONEYBOOK,309.79,USD,2025-06-24,2025-06-25,settled,False,L3914611,T100333,U0024,309.79,USD,2025-06-26,Cash,posted,False,both,True
T100334,U0099,HONEYBOOK,95.15,USD,2025-06-24,2025-06-26,settled,False,L3821839,T100334,U0099,95.15,USD,2025-06-26,Cash,posted,False,both,True
T100335,U0043,GLOBEX,15.33,USD,2025-05-22,2025-05-22,settled,False,L8039879,T100335,U0043,15.33,USD,2025-05-23,Fees,posted,False,both,True
T100336,U0095,BILL.COM,487.52,USD,2025-05-28,2025-05-29,settled,False,L4597170,T100336,U0095,487.52,USD,2025-05-29,Fees,posted,False,both,True
T100337,U0034,HONEYBOOK,40.74,USD,2025-05-15,2025-05-15,settled,False,L7922972,T100337,U0034,40.74,USD,2025-05-15,Cash,posted,False,both,True
T100338,U0134,STARK,91.23,USD,2025-05-31,2025-06-01,settled,False,L8058021,T100338,U0134,91.23,USD,2025-06-01,Cash,posted,False,both,True
T100339,U0188,BILL.COM,215.62,USD,2025-05-28,2025-05-29,settled,False,L1217314,T100339,U0188,215.62,USD,2025-05-29,Fees,posted,False,both,True
T100340,U0019,STARK,24.85,USD,2025-06-20,2025-06-20,settled,False,L2614694,T100340,U0019,24.85,USD,2025-06-20,Fees,posted,False,both,True
T100341,U0163,GLOBEX,364.0,EUR,2025-05-02,2025-05-04,settled,False,L8941238,T100341,U0163,364.0,EUR,2025-05-04,Cash,posted,False,both,True
T100342,U0161,STARK,213.75,USD,2025-06-20,2025-06-22,settled,False,L6180703,T100342,U0161,213.75,USD,2025-06-23,Cash,posted,False,both,True
T100343,U0185,WIX,182.78,USD,2025-06-14,2025-06-15,settled,False,L4373307,T100343,U0185,182.78,USD,2025-06-15,Fees,posted,False,both,True
T100344,U0039,HONEYBOOK,367.89,EUR,2025-05-26,2025-05-27,settled,False,L9333920,T100344,U0039,367.89,EUR,2025-05-28,Fees,posted,False,both,True
T100345,U0086,GLOBEX,122.58,USD,2025-05-02,2025-05-04,settled,False,L4531674,T100345,U0086,122.58,USD,2025-05-05,Cash,posted,False,both,True
T100346,U0036,HONEYBOOK,39.22,USD,2025-06-23,2025-06-23,settled,False,L7021656,T100346,U0036,39.22,USD,2025-06-24,Fees,posted,False,both,True
T100347,U0110,WIX,259.83,USD,2025-05-20,2025-05-21,settled,False,L6055769,T100347,U0110,259.86,USD,2025-05-22,Clearing,posted,False,both,True
T100348,U0069,ACME INC,198.59,USD,2025-05-02,2025-05-04,settled,False,L4942863,T100348,U0069,198.59,USD,2025-05-05,Cash,posted,False,both,True
T100349,U0004,RELAY,296.26,USD,2025-06-25,2025-06-25,settled,False,,EXTT100349,U0004,296.26,USD,2025-06-26,,,,left_only,True
T100350,U0150,RELAY,121.16,USD,2025-05-03,2025-05-04,settled,False,L9513199,T100350,U0150,121.16,USD,2025-05-05,Fees,posted,False,both,True
T100351,U0013,BILL.COM,262.29,USD,2025-05-12,2025-05-13,settled,False,L2160152,T100351,U0013,262.29,USD,2025-05-14,Cash,posted,False,both,True
T100352,U0104,ACME INC,227.47,USD,2025-06-12,2025-06-12,settled,False,L3714766,T100352,U0104,227.47,USD,2025-06-12,Clearing,posted,False,both,True
T100353,U0056,BILL.COM,182.83,USD,2025-06-26,2025-06-28,settled,False,L7759383,T100353,U0056,182.83,USD,2025-06-29,Cash,posted,False,both,True
T100354,U0164,RELAY,333.58,USD,2025-06-18,2025-06-18,settled,False,L9020497,T100354,U0164,333.58,USD,2025-06-19,Cash,posted,False,both,True
T100355,U0119,STARK,225.95,USD,2025-05-06,2025-05-08,settled,False,L4010087,T100355,U0119,225.95,USD,2025-05-09,Clearing,posted,False,both,True
T100357,U0036,STARK,30.59,USD,2025-06-24,2025-06-26,settled,False,L4555912,T100357,U0036,30.59,USD,2025-06-26,Fees,posted,False,both,True
T100358,U0197,HONEYBOOK,467.27,USD,2025-06-02,2025-06-02,settled,False,L1792330,T100358,U0197,467.27,USD,2025-06-02,Fees,posted,False,both,True
T100359,U0178,WIX,345.66,USD,2025-06-22,2025-06-23,settled,False,L1646012,T100359,U0178,345.66,USD,2025-06-23,Clearing,posted,False,both,True
T100360,U0042,WIX,476.15,USD,2025-05-29,2025-05-29,settled,False,L7641620,T100360,U0042,476.15,USD,2025-05-30,Fees,posted,False,both,True
T100361,U0038,RELAY,130.84,USD,2025-06-19,2025-06-21,settled,False,L4855798,T100361,U0038,130.84,USD,2025-06-21,Clearing,posted,False,both,True
T100362,U0171,WIX,74.13,USD,2025-06-21,2025-06-22,settled,False,L6422569,T100362,U0171,74.13,USD,2025-06-22,Clearing,posted,False,both,True
T100363,U0123,RELAY,85.38,USD,2025-05-01,2025-05-03,settled,False,L5125903,T100363,U0123,85.38,USD,2025-05-03,Clearing,posted,False,both,True
T100364,U0007,HONEYBOOK,224.66,USD,2025-06-16,2025-06-17,settled,False,L8942992,T100364,U0007,224.66,USD,2025-06-17,Clearing,posted,False,both,True
T100365,U0174,GLOBEX,332.51,USD,2025-06-12,2025-06-13,settled,False,L1708092,T100365,U0174,332.51,USD,2025-06-13,Fees,posted,False,both,True
T100366,U0157,GLOBEX,125.85,USD,2025-05-08,2025-05-10,settled,False,L7254597,T100366,U0157,125.85,USD,2025-05-10,Cash,posted,False,both,True
T100367,U0112,STARK,60.99,USD,2025-06-15,2025-06-15,settled,False,L7434323,T100367,U0112,60.99,USD,2025-06-15,Clearing,posted,False,both,True
T100368,U0000,WAYNE ENTERPRISES,470.73,USD,2025-06-22,2025-06-22,settled,False,L5777421,T100368,U0000,470.73,USD,2025-06-23,Cash,posted,False,both,True
T100369,U0104,GLOBEX,177.54,USD,2025-06-19,2025-06-20,settled,False,L5218346,T100369,U0104,177.54,USD,2025-06-21,Fees,posted,False,both,True
T100370,U0062,ACME INC,433.89,USD,2025-06-17,2025-06-17,settled,False,L8153314,T100370,U0062,433.89,USD,2025-06-17,Clearing,posted,False,both,True
T100371,U0072,HONEYBOOK,285.67,USD,2025-05-04,2025-05-05,settled,False,L4534150,T100371,U0072,285.67,USD,2025-05-06,Fees,posted,False,both,True
T100372,U0124,WIX,166.88,USD,2025-05-06,2025-05-07,settled,False,L1179001,T100372,U0124,166.88,USD,2025-05-07,Clearing,posted,False,both,True
T100373,U0081,HONEYBOOK,399.92,USD,2025-06-14,2025-06-16,settled,False,L3416826,T100373,U0081,399.92,USD,2025-06-16,Clearing,posted,False,both,True
T100374,U0128,BILL.COM,151.95,USD,2025-05-25,2025-05-25,settled,False,L9499970,T100374,U0128,151.95,USD,2025-05-26,Clearing,posted,False,both,True
